段落,小句,内容
3.7,32,故以七同其數，而以律和其聲，於是乎有七律
3.7,33,王以二月癸亥夜陳，未畢而雨
3.7,34,以夷則之上宫畢，當辰
3.7,35,辰在戌上，故長夷則之上宫，名之曰羽，所以藩屏民則也
3.7,36,王以黄鍾之下宫，布戎于牧之野，故謂之厲，所以厲六師也
3.7,37,以太蔟之下宫，布令于商，昭顯文德，底紂之多罪，故謂之宣，所以宣三王之德也
3.7,38,反及嬴内，以無射之上宫，布憲施舍於百姓，故謂之嬴亂，所以優柔容民也
3.8,0,景王既殺下門子
3.8,1,賓孟適郊，見雄雞自斷其尾，問之，侍者曰：憚其犧也
3.8,2,遽歸告王，曰：吾見雄雞自斷其尾，而人曰憚其犧也，吾以爲信畜矣
3.8,3,人犧實難，己犧何害
3.8,4,抑其惡爲人用也乎
3.8,5,則可也
3.8,6,人異於是
3.8,7,犧者，實用人也
3.8,8,王弗應，田于鞏，使公卿皆從，將殺單子，未克而崩
3.9,0,敬王十年，劉文公與萇弘欲城周，爲之告晉
3.9,1,魏獻子爲政，説萇弘而與之
3.9,2,將合諸侯
3.9,3,衛彪傒適周，聞之，見單穆公曰：萇劉其不歿乎
3.9,4,周詩有之曰：天之所支，不可壞也
3.9,5,其所壞，亦不可支也
3.9,6,昔武王克殷，而作此詩也，以爲飫歌，名之曰支，以遺後之人，使永監焉
3.9,7,夫禮之立成者爲飫，昭明大節而已，少典與焉
3.9,8,是以爲之日惕，其欲教民戒也
3.9,9,然則夫支之所道者，必盡知天地之爲也
3.9,10,不然，不足以遺後之人
3.9,11,今萇劉欲支天之所壞，不亦難乎
3.9,12,自幽王而天奪之明，使迷亂棄德，而即慆淫，以亡其百姓，其壞之也久矣
3.9,13,而又將補之，殆不可矣
3.9,14,水火之所犯，猶不可救，而況天乎
3.9,15,諺曰：從善如登，從惡如崩
3.9,16,昔孔甲亂夏，四世而隕
3.9,17,玄王勤商，十有四世而興
3.9,18,帝甲亂之，七世而隕
3.9,19,后稷勤周，十有五世而興
3.9,20,幽王亂之，十有四世矣
3.9,21,守府之謂多，胡可興也
3.9,22,夫周，高山廣川大藪也，故能生是良材，而幽王蕩以爲魁陵糞土溝瀆，其有悛乎
3.9,23,單子曰：其咎孰多
3.9,24,曰：萇叔必速及，將天以道補者也
3.9,25,夫天道導可而省否，萇叔反是，以誑劉子，必有三殃：違天，一也
3.9,26,反道，二也
3.9,27,誑人，三也
3.9,28,周若無咎，萇叔必爲戮
3.9,29,雖晉魏子亦將及焉
3.9,30,若得天福，其當身乎
3.9,31,若劉氏，則必子孫實有禍
3.9,32,夫子而棄常法，以從其私欲，用巧變以崇天災，勤百姓以爲己名，其殃大矣
3.9,33,是歲也，魏獻子合諸侯之大夫於狄泉，遂田于大陸，焚而死
3.9,34,及范中行之難，萇弘與之，晉人以爲討，二十八年，殺萇弘
3.9,35,及定王，劉氏亡
4.1,0,長勺之役，曹劌問所以戰於莊公
4.1,1,公曰：余不愛衣食於民，不愛牲玉於神
4.1,2,對曰：夫惠本而後民歸之志，民和而後神降之福
4.1,3,若布德于民而平均其政事，君子務治而小人務力
4.1,4,動不違時，財不過用
4.1,5,財用不匱，莫不能使共祀
4.1,6,是以用民無不聽，求福無不豐
4.1,7,今將惠以小賜，祀以獨恭
4.1,8,小賜不咸，獨恭不優
4.1,9,不咸，民不歸也
4.1,10,不優，神弗福也
4.1,11,將何以戰
4.1,12,夫民求不匱於財，而神求優裕於享者也，故不可以不本
4.1,13,公曰：余聽獄雖不能察，必以情斷之
4.1,14,對曰：是則可矣
4.1,15,知夫苟中心圖民，智雖弗及，必將至焉
4.2,0,莊公如齊觀社
4.2,1,曹劌諫曰：不可
4.2,2,夫禮，所以正民也
4.2,3,是故先王制諸侯，使五年四王一相朝
4.2,4,終則講於會，以正班爵之義，帥長幼之序，訓上下之則，制財用之節，其閒無由荒怠
4.2,5,夫齊棄太公之法而觀民於社，君爲是舉而往觀之，非故業也，何以訓民
4.2,6,土發而社，助時也
4.2,7,收攟而蒸，納要也
4.2,8,今齊社而往觀旅，非先王之訓也
4.2,9,天子祀上帝，諸侯會之受命焉
4.2,10,諸侯祀先王先公，卿大夫佐之受事焉
4.2,11,臣不聞諸侯相會祀也，祀又不法
4.2,12,君舉必書，書而不法，後嗣何觀
4.2,13,公不聽，遂如齊
4.3,0,莊公丹桓宫之楹，而刻其桷
4.3,1,匠師慶言於公曰：臣聞聖王公之先封者，遺後之人法，使無陷於惡
4.3,2,其爲後世昭前之令聞也，使長監於世，故能攝固不解以久
4.3,3,今先君儉而君侈，令德替矣
4.3,4,公曰：吾屬欲美之
4.3,5,對曰：無益於君，而替前之令德，臣故曰庶可已矣
4.3,6,公弗聽
4.4,0,哀姜至，公使大夫宗婦覿用幣
4.4,1,宗人夏父展曰：非故也
4.4,2,公曰：君作故
4.4,3,對曰：君作而順則故之，逆則亦書其逆也
4.4,4,臣從有司，懼逆之書於後也，故不敢不告
4.4,5,夫婦贄不過棗栗，以告虔也
4.4,6,男則玉帛禽鳥，以章物也
4.4,7,今婦執幣，是男女無别也
4.4,8,男女之别，國之大節也，不可無也
4.4,9,公弗聽
4.5,0,魯饑，臧文仲言於莊公曰：夫爲四鄰之援，結諸侯之信，重之以婚姻，申之以盟誓，固國之艱急是爲
4.5,1,鑄名器，藏寶財，固民之殄病是待
4.5,2,今國病矣，君盍以名器請糴于齊
4.5,3,公曰：誰使
4.5,4,對曰：國有饑饉，卿出告糴，古之制也
4.5,5,辰也備卿，辰請如齊
4.5,6,公使往
4.5,7,從者曰：君不命吾子，吾子請之，其爲選事乎
4.5,8,文仲曰：賢者急病而讓夷，居官者當事不避難，在位者恤民之患，是以國家無違
4.5,9,今我不如齊，非急病也
4.5,10,在上不恤下，居官而惰，非事君也
4.5,11,文仲以鬯圭與玉磬如齊告糴，曰：天災流行，戾于弊邑，饑饉荐降，民羸幾卒，大懼乏周公太公之命祀，職貢業事之不共而獲戾
4.5,12,不腆先君之幣器，敢告滯積，以紓執事
4.5,13,以救弊邑，使能共職
4.5,14,豈唯寡君與二三臣實受君賜，其周公太公及百辟神祇實永饗而賴之
4.5,15,齊人歸其玉而予之糴
4.6,0,齊孝公來伐魯，臧文仲欲以辭告，病焉，問於展禽
4.6,1,對曰：獲聞之，處大教小，處小事大，所以禦亂也，不聞以辭
4.6,2,若爲小而崇以怒大國，使加己亂
4.6,3,亂在前矣，辭其何益
4.6,4,文仲曰：國急矣
4.6,5,百物唯其可者，將無不趨也
4.6,6,願以子之辭行賂焉，其可賂乎
4.6,7,展禽使乙喜以膏沐犒師，曰：寡君不佞，不能事疆埸之司，使君盛怒，以暴露於弊邑之野，敢犒輿師
4.6,8,齊侯見使者，曰：魯國恐乎
4.6,9,對曰：小人恐矣，君子則否
4.6,10,公曰：室如懸磬，野無青草，何恃而不恐
4.6,11,對曰：恃二先君之所職業
4.6,12,昔者成王命我先君周公及齊先君太公曰：女股肱周室，以夾輔先王
4.6,13,賜女土地，質之以犧牲，世世子孫無相害也
4.6,14,君今來討弊邑之罪，其亦使聽從而釋之，必不泯其社稷
4.6,15,豈其貪壤地，而棄先王之命
4.6,16,其何以鎮撫諸侯
4.6,17,恃此以不恐
4.6,18,齊侯乃許爲平而還
4.7,0,温之會，晉人執衛成公歸之于周，使醫鴆之，不死，醫亦不誅
4.7,1,臧文仲言於僖公曰：夫衛君殆無罪矣
4.7,2,刑五而已，無有隱者，隱乃諱也
4.7,3,大刑用甲兵，其次用斧鉞，中刑用刀鋸，其次用鑽笮，薄刑用鞭扑，以威民也
4.7,4,故大者陳之原野，小者致之市朝，五刑三次，是無隱也
4.7,5,今晉人鴆衛侯不死，亦不討其使者，諱而惡殺之也
4.7,6,有諸侯之請，必免之
4.7,7,臣聞之：班相恤也，故能有親
4.7,8,夫諸侯之患，諸侯恤之，所以訓民也
4.7,9,君盍請衛君以示親於諸侯，且以動晉
4.7,10,夫晉新得諸侯，使亦曰：魯不棄其親，其亦不可以惡
4.7,11,公説，行玉二十瑴，乃免衛侯
4.7,12,自是晉聘於魯，加於諸侯一等，爵同，厚其好貨
4.7,13,衛侯聞其臧文仲之爲也，使納賂焉
4.7,14,辭曰：外臣之言不越境，不敢及君
4.8,0,晉文公解曹地以分諸侯
4.8,1,僖公使臧文仲往，宿於重館，重館人告曰：晉始伯而欲固諸侯〕，故解有罪之地以分諸侯
4.8,2,諸侯莫不望分而欲親晉，皆將爭先
4.8,3,晉不以固班，亦必親先者，吾子不可以不速行
4.8,4,魯之班長而又先，諸侯其誰望之
4.8,5,若少安，恐無及也
4.8,6,從之，獲地於諸侯爲多
4.8,7,反，既復命，爲之請曰：地之多也，重館人之力也
4.8,8,臣聞之曰：善有章，雖賤賞也
4.8,9,惡有釁，雖貴罰也
4.8,10,今一言而辟境，其章大矣，請賞之
4.8,11,乃出而爵之
4.9,0,海鳥曰爰居，止於魯東門之外三日，臧文仲使國人祭之
4.9,1,展禽曰：越哉，臧孫之爲政也
4.9,2,夫祀，國之大節也
4.9,3,而節，政之所成也
4.9,4,故慎制祀以爲國典
4.9,5,今無故而加典，非政之宜也
4.9,6,夫聖王之制祀也，法施於民則祀之，以死勤事則祀之，以勞定國則祀之，能禦大災則祀之，能扞大患則祀之
4.9,7,非是族也，不在祀典
4.9,8,昔烈山氏之有天下也，其子曰柱，能殖百穀百蔬
4.9,9,夏之興也，周棄繼之，故祀以爲稷
4.9,10,共工氏之伯九有也，其子曰后土，能平九土，故祀以爲社
4.9,11,黄帝能成命百物，以明民共財，顓頊能修之
4.9,12,帝嚳能序三辰以固民，堯能單均刑法以儀民，舜勤民事而野死，鮌鄣洪水而殛死，禹能以德修鮌之功，契爲司徒而民輯，冥勤其官而水死，湯以寬治民而除其邪，稷勤百穀而山死，文王以文昭，武王去民之穢
4.9,13,故有虞氏禘黄帝而祖顓頊，郊堯而宗舜
4.9,14,夏后氏禘黄帝而祖顓頊，郊鮌而宗禹
4.9,15,商人禘舜而祖契，郊冥而宗湯
4.9,16,周人禘嚳而郊稷，祖文王而宗武王
4.9,17,幕，能帥顓頊者也
4.9,18,有虞氏報焉
4.9,19,杼，能帥禹者也，夏后氏報焉
4.9,20,上甲微，能帥契者也，商人報焉
4.9,21,高圉大王，能帥稷者也，周人報焉
4.9,22,凡禘郊祖宗報，此五者國之典祀也
4.9,23,加之以社稷山川之神，皆有功烈於民者也
4.9,24,及前哲令德之人，所以爲明質也
4.9,25,及天之三辰，民所以瞻仰也
4.9,26,及地之五行，所以生殖也
4.9,27,及九州名山川澤，所以出財用也
4.9,28,非是不在祀典
4.9,29,今海鳥至，己不知而祀之，以爲國典，難以爲仁且智矣
4.9,30,夫仁者講功，而智者處物
4.9,31,無功而祀之，非仁也
4.9,32,不知而不能問，非智也
4.9,33,今兹海其有災乎
4.9,34,夫廣川之鳥獸，恒知避其災也
4.9,35,是歲也，海多大風，冬煖
4.9,36,文仲聞柳下季之言，曰：信吾過也，季子之言不可不法也
4.9,37,使書以爲三筴
4.9,38,　4.10 文公欲弛孟文子之宅，使謂之曰：吾欲利子於外之寬者
4.9,39,對曰：夫位，政之建也
4.9,40,署，位之表也
4.9,41,車服，表之章也
4.9,42,宅，章之次也
4.9,43,禄，次之食也
4.9,44,君議五者以建政，爲不易之故也
4.9,45,今有司來命易臣之署與其車服，而曰：將易而次，爲寬利也
4.9,46,夫署，所以朝夕虔君命也
4.9,47,臣立先臣之署，服其車服，爲利故而易其次，是辱君命也，不敢聞命
4.9,48,若罪也，則請納禄與車服而違署，唯里人所命次
4.9,49,公弗取
4.9,50,臧文仲聞之曰：孟孫善守矣，其可以蓋穆伯而守其後於魯乎
4.9,51,公欲弛郈敬子之宅，亦如之
4.9,52,對曰：先臣惠伯以命於司里，嘗禘蒸享之所致君胙者有數矣
4.9,53,出入受事之幣以致君命者，亦有數矣
4.9,54,今命臣更次於外，爲有司之以班命事也，無乃違乎
4.9,55,請從司徒以班徙次
4.9,56,公亦不取
4.9,57,　4.11 夏父弗忌爲宗，蒸將躋僖公
4.9,58,宗有司曰：非昭穆也
4.9,59,曰：我爲宗伯，明者爲昭，其次爲穆，何常之有
4.9,60,有司曰：夫宗廟之有昭穆也，以次世之長幼，而等胄之親疏也
4.9,61,夫祀，昭孝也
4.9,62,各致齊敬於其皇祖，昭孝之至也
4.9,63,故工史書世，宗祝書昭穆，猶恐其踰也
4.9,64,今將先明而後祖，自玄王以及主癸莫若湯，自稷以及王季莫若文武，商周之蒸也，未嘗躋湯與文武，爲不踰也
4.9,65,魯未若商周而改其常，無乃不可乎
4.9,66,弗聽，遂躋之
4.9,67,展禽曰：夏父弗忌必有殃
4.9,68,夫宗有司之言順矣，僖又未有明焉
4.9,69,犯順不祥，以逆訓民亦不祥，易神之班亦不祥，不明而躋之亦不祥，犯鬼道二，犯人道二，能無殃乎
4.9,70,侍者曰：若有殃焉在
4.9,71,抑刑戮也，其夭札也
4.9,72,曰：未可知也
4.9,73,若血氣強固，將壽寵得没，雖壽而没，不爲無殃
4.9,74,既其葬也，焚，煙徹于上
4.12,0,莒太子僕弑紀公，以其寶來奔
4.12,1,宣公使僕人以書命季文子曰：夫莒太子不憚以吾故殺其君，而以其寶來，其愛我甚矣
4.12,2,爲我予之邑
4.12,3,今日必授，無逆命矣
4.12,4,里革遇之而更其書，曰：夫莒太子殺其君而竊其寶來，不識窮固又求自邇，爲我流之於夷
4.12,5,今日必通，無逆命矣
4.12,6,明日，有司復命，公詰之，僕人以里革對
4.12,7,公執之，曰：違君命者，女亦聞之乎
4.12,8,對曰：臣以死奮筆，奚啻其聞之也
4.12,9,臣聞之曰：毁則者爲賊，掩賊者爲藏，竊寶者爲宄，用宄之財者爲姦，使君爲藏姦者，不可不去也
4.12,10,臣違君命者，亦不可不殺也
4.12,11,公曰：寡人實貪，非子之罪
4.12,12,乃舍之
4.13,0,宣公夏濫於泗淵，里革斷其罟而棄之，曰：古者大寒降，土蟄發，水虞於是乎講罛罶，取名魚，登川禽，而嘗之寢廟，行諸國，助宣氣也
4.13,1,鳥獸孕，水蟲成，獸虞於是乎禁罝羅，矠魚鱉以爲夏犒，助生阜也
4.13,2,鳥獸成，水蟲孕，水虞於是禁罝罜䍡，設阱鄂，以實廟庖，畜功用也
4.13,3,且夫山不槎櫱，澤不伐夭，魚禁鯤鮞，獸長麑䴠，鳥翼鷇卵，蟲舍蚳蝝，蕃庶物也，古之訓也
4.13,4,今魚方别孕，不教魚長，又行網罟，貪無藝也
4.13,5,公聞之曰：吾過而里革匡我，不亦善乎
4.13,6,是良罟也，爲我得法
4.13,7,使有司藏之，使吾無忘諗
4.13,8,師存侍，曰：藏罟不如寘里革於側之不忘也
4.14,0,子叔聲伯如晉謝季文子，郤犨欲予之邑，弗受也
4.14,1,歸，鮑國謂之曰：子何辭苦成叔之邑，欲信讓耶，抑知其不可乎
4.14,2,對曰：吾聞之，不厚其棟，不能任重
4.14,3,重莫如國，棟莫如德
4.14,4,夫苦成叔家欲任兩國而無大德，其不存也，亡無日矣
4.14,5,譬之如疾，余恐易焉
4.14,6,苦成氏有三亡：少德而多寵，位下而欲上政，無大功而欲大禄，皆怨府也
4.14,7,其君驕而多私，勝敵而歸，必立新家
4.14,8,立新家，不因民不能去舊
4.14,9,因民，非多怨民無所始
4.14,10,爲怨三府，可謂多矣
4.14,11,其身之不能定，焉能予人之邑
4.14,12,鮑國曰：我信不若子，若鮑氏有釁，吾不圖矣
4.14,13,今子圖遠以讓邑，必常立矣
4.15,0,晉人殺厲公，邊人以告，成公在朝
4.15,1,公曰：臣殺其君，誰之過也
4.15,2,大夫莫對，里革曰：君之過也
4.15,3,夫君人者，其威大矣
4.15,4,失威而至於殺，其過多矣
4.15,5,且夫君也者，將牧民而正其邪者也，若君縱私回而棄民事，民旁有慝無由省之，益邪多矣
4.15,6,若以邪臨民，陷而不振，用善不肯專，則不能使，至於殄滅而莫之恤也，將安用之
4.15,7,桀奔南巢，紂踣于京，厲流于彘，幽滅于戲，皆是術也
4.15,8,夫君也者，民之川澤也
4.15,9,行而從之，美惡皆君之由，民何能爲焉
4.16,0,季文子相宣成，無衣帛之妾，無食粟之馬
4.16,1,仲孫它諫曰：子爲魯上卿，相二君矣，妾不衣帛，馬不食粟，人其以子爲愛，且不華國乎
4.16,2,文子曰：吾亦願之
4.16,3,然吾觀國人，其父兄之食麤而衣惡者猶多矣，吾是以不敢
4.16,4,人之父兄食麤衣惡，而我美妾與馬，無乃非相人者乎
4.16,5,且吾聞以德榮爲國華，不聞以妾與馬
4.16,6,文子以告孟獻子，獻子囚之七日
4.16,7,自是，子服之妾衣不過七升之布，馬餼不過稂莠
4.16,8,文子聞之，曰：過而能改者，民之上也
4.16,9,使爲上大夫
5.1,0,叔孫穆子聘於晉，晉悼公饗之，樂及鹿鳴之三，而後拜樂三
5.1,1,晉侯使行人問焉，曰：子以君命鎮撫弊邑，不腆先君之禮，以辱從者，不腆之樂以節之
5.1,2,吾子舍其大而加禮於其細，敢問何禮也
5.1,3,對曰：寡君使豹來繼先君之好，君以諸侯之故，貺使臣以大禮
5.1,4,夫先樂金奏肆夏樊遏渠，天子所以饗元侯也
5.1,5,夫歌文王大明緜，則兩君相見之樂也
5.1,6,皆昭令德以合好也，皆非使臣之所敢聞也
5.1,7,臣以爲肄業及之，故不敢拜
5.1,8,今伶簫詠歌及鹿鳴之三，君之所以貺使臣，臣敢不拜貺
5.1,9,夫鹿鳴，君之所以嘉先君之好也，敢不拜嘉
5.1,10,四牡，君之所以章使臣之勤也，敢不拜章
5.1,11,皇皇者華，君教使臣曰每懷靡及，諏謀度詢，必咨於周
5.1,12,敢不拜教
5.1,13,臣聞之曰：懷和爲每懷，咨才爲諏，咨事爲謀，咨義爲度，咨親爲詢，忠信爲周
5.1,14,君貺使臣以大禮，重之以六德，敢不重拜
5.2,0,季武子爲三軍，叔孫穆子曰：不可
5.2,1,天子作師，公帥之，以征不德
5.2,2,元侯作師，卿帥之，以承天子
5.2,3,諸侯有卿無軍，帥教衛以贊元侯
5.2,4,自伯子男有大夫無卿，帥賦以從諸侯
5.2,5,是以上能征下，下無姦慝
5.2,6,今我小侯也，處大國之間，繕貢賦以共從者，猶懼有討
5.2,7,若爲元侯之所，以怒大國，無乃不可乎
5.2,8,弗從
5.2,9,遂作中軍
5.2,10,自是齊楚代討於魯，襄昭皆如楚
5.3,0,諸侯伐秦，及涇莫濟
5.3,1,晉叔向見叔孫穆子曰：諸侯謂秦不恭而討之，及涇而止，於秦何益
5.3,2,穆子曰：豹之業，及匏有苦葉矣，不知其他
5.3,3,叔向退，召舟虞與司馬，曰：夫苦匏不材於人，共濟而已
5.3,4,魯叔孫賦匏有苦葉，必將涉矣
5.3,5,具舟除隧，不共有法
5.3,6,是行也，魯人以莒人先濟，諸侯從之
5.4,0,襄公如楚，及漢，聞康王卒，欲還
5.4,1,叔仲昭伯曰：君之來也，非爲一人也，爲其名與其衆也
5.4,2,今王死，其名未改，其衆未敗，何爲還
5.4,3,諸大夫皆欲還
5.4,4,子服惠伯曰：不知所爲，姑從君乎
5.4,5,叔仲曰：子之來也，非欲安身也，爲國家之利也，故不憚勤遠而聽於楚
5.4,6,非義楚也，畏其名與衆也
5.4,7,夫義人者，固慶其喜而弔其憂，況畏而服焉
5.4,8,聞畏而往，聞喪而還，苟芈姓實嗣，其誰代之任喪
5.4,9,王太子又長矣，執政未改，予爲先君來，死而去之，其誰曰不如先君
5.4,10,將爲喪舉，聞喪而還，其誰曰非侮也
5.4,11,事其君而任其政，其誰由己貳
5.4,12,求説其侮，而亟於前之人，其讎不滋大乎
5.4,13,説侮不懦，執政不貳，帥大讎以憚小國，其誰云待之
5.4,14,若從君而走患，則不如違君以避難
5.4,15,且夫君子計成而後行，二三子計乎
5.4,16,有禦楚之術而有守國之備，則可也
5.4,17,若未有，不如往也
5.4,18,乃遂行
5.4,19,反，及方城，聞季武子襲卞，公欲還，出楚師以伐魯
5.4,20,榮成伯曰：不可
5.4,21,君之於臣，其威大矣
5.4,22,不能令於國，而恃諸侯，諸侯其誰暱之
5.4,23,若得楚師以伐魯，魯既不違夙之取卞也，必用命焉，守必固矣
5.4,24,若楚之克魯，諸姬不獲闚焉，而況君乎
5.4,25,彼無亦置其同類以服東夷，而大攘諸夏，將天下是王，而何德於君，其予君也
5.4,26,若不克魯，君以蠻夷伐之，而又求入焉，必不獲矣
5.4,27,不如予之
5.4,28,夙之事君也，不敢不悛
5.4,29,醉而怒，醒而喜，庸何傷
5.4,30,君其入也
5.4,31,乃歸
5.5,0,襄公在楚，季武子取卞，使季冶逆，追而予之璽書，以告曰：卞人將畔，臣討之，既得之矣
5.5,1,公未言，榮成子曰：子股肱魯國，社稷之事，子實制之
5.5,2,唯子所利，何必卞
5.5,3,卞有罪而子征之，子之隸也，又何謁焉
5.5,4,子冶歸，致禄而不出，曰：使予欺君，謂予能也
5.5,5,能而欺其君，敢享其禄而立其朝乎
5.6,0,虢之會，楚公子圍二人執戈先焉
5.6,1,蔡公孫歸生與鄭罕虎見叔孫穆子，穆子曰：楚公子甚美，不大夫矣，抑君也
5.6,2,鄭子皮曰：有執戈之前，吾惑之
5.6,3,蔡子家曰：楚，大國也
5.6,4,公子圍，其令尹也
5.6,5,有執戈之前，不亦可乎
5.6,6,穆子曰：不然
5.6,7,天子有虎賁，習武訓也
5.6,8,諸侯有旅賁，禦災害也
5.6,9,大夫有貳車，備承事也
5.6,10,士有陪乘，告奔走也
5.6,11,今大夫而設諸侯之服，有其心矣
5.6,12,若無其心，而敢設服以見諸侯之大夫乎
5.6,13,將不入矣
5.6,14,夫服，心之文也
5.6,15,如龜焉，灼其中，必文於外
5.6,16,若楚公子不爲君，必死，不合諸侯矣
5.6,17,公子圍反，殺郟敖而代之
5.7,0,虢之會，諸侯之大夫尋盟未退
5.7,1,季武子伐莒取鄆，莒人告于會，楚人將以叔孫穆子爲戮
5.7,2,晉樂王鮒求貨於穆子，曰：吾爲子請於楚
5.7,3,穆子不予
5.7,4,梁其踁謂穆子曰：有貨，以衛身也
5.7,5,出貨而可以免，子何愛焉
5.7,6,穆子曰：非女所知也
5.7,7,承君命以會大事，而國有罪，我以貨私免，是我會吾私也
5.7,8,苟如是，則又可以出貨而成私欲乎
5.7,9,雖可以免，吾其若諸侯之事何
5.7,10,夫必將或循之，曰：諸侯之卿有然者故也
5.7,11,則我求安身而爲諸侯法矣
5.7,12,君子是以患作
5.7,13,作而不衷，將或道之，是昭其不衷也
5.7,14,余非愛貨，惡不衷也
5.7,15,且罪非我之由，爲戮何害
5.7,16,楚人乃赦之
5.7,17,穆子歸，武子勞之，日中不出
5.7,18,其人曰：可以出矣
5.7,19,穆子曰：吾不難爲戮，養吾棟也
5.7,20,夫棟折而榱崩
5.7,21,吾懼壓焉
5.7,22,故曰雖死於外，而庇宗於内，可也
5.7,23,今既免大恥，而不忍小忿，可以爲能乎
5.7,24,乃出見之
5.8,0,平丘之會，晉昭公使叔向辭昭公，弗與盟
5.8,1,子服惠伯曰：晉信蠻夷而棄兄弟，其執政貳也
5.8,2,貳心必失諸侯，豈唯魯然
5.8,3,夫失其政者，必毒於人，魯懼及焉，不可以不恭
5.8,4,必使上卿從之
5.8,5,季平子曰：然則意如乎
5.8,6,若我往，晉必患我，誰爲之貳
5.8,7,子服惠伯曰：椒既言之矣，敢逃難乎
5.8,8,椒請從
5.8,9,晉人執平子
5.8,10,子服惠伯見韓宣子曰：夫盟，信之要也
5.8,11,晉爲盟主，是主信也
5.8,12,若盟而棄魯侯，信抑闕矣
5.8,13,昔欒氏之亂，齊人閒晉之禍，伐取朝歌
5.8,14,我先君襄公不敢寧處，使叔孫豹悉帥敝賦，踦跂畢行，無有處人，以從軍吏，次於雍渝，與邯鄲勝擊齊之左，掎止晏萊焉，齊師退而後敢還
5.8,15,非以求遠也，以魯之密邇於齊，而又小國也
5.8,16,齊朝駕則夕極於魯國，不敢憚其患，而與晉共其憂，亦曰：庶幾有益於魯國乎
5.8,17,今信蠻夷而棄之，夫諸侯之勉於君者，將安勸矣
5.8,18,若棄魯而苟固諸侯，群臣敢憚戮乎
5.8,19,諸侯之事晉者，魯爲勉矣
5.8,20,若以蠻夷之故棄之，其無乃得蠻夷而失諸侯之信乎
5.8,21,子計其利者，小國共命
5.8,22,」宣子説，乃歸平子
5.9,0,季桓子穿井，獲〔如〕土缶，其中有羊焉
5.9,1,使問之仲尼曰：吾穿井而獲狗，何也
5.9,2,對曰：以丘之所聞，羊也
5.9,3,丘聞之，木石之怪曰夔蝄蜽，水之怪曰龍罔象，土之怪曰羵羊
5.10,0,季康子問於公父文伯之母曰：主亦有以語肥也
5.10,1,對曰：吾能老而已，何以語子
5.10,2,康子曰：雖然，肥願有聞於主
5.10,3,對曰：吾聞之先姑曰：君子能勞，後世有繼
5.10,4,子夏聞之，曰：善哉
5.10,5,商聞之曰：古之嫁者，不及舅姑，謂之不幸
5.10,6,夫婦，學於舅姑者也
5.11,0,公父文伯飲南宫敬叔酒，以露睹父爲客
5.11,1,羞鱉焉，小
5.11,2,睹父怒，相延食鱉，辭曰：將使鱉長而後食之
5.11,3,遂出
5.11,4,文伯之母聞之，怒曰：吾聞之先子曰：祭養尸，饗養上賓
5.11,5,鱉於何有
5.11,6,而使夫人怒也
5.11,7,遂逐之
5.11,8,五日，魯大夫辭而復之
5.12,0,公父文伯之母如季氏，康子在其朝，與之言，弗應，從之及寢門，弗進而入
5.12,1,康子辭於朝而入見，曰：肥也不得聞命，無乃罪乎
5.12,2,曰：子弗聞乎
5.12,3,天子及諸侯合民事於外朝，合神事於内朝
5.12,4,自卿以下，合官職於外朝，合家事於内朝
5.12,5,寢門之内，婦人治其業焉
5.12,6,上下同之
5.12,7,夫外朝，子將業君之官職焉
5.12,8,内朝，子將庀季氏之政焉，皆非吾所敢言也
5.13,0,公父文伯退朝，朝其母，其母方績
5.13,1,文伯曰：以歜之家而主猶績，懼忓季孫之怒也，其以歜爲不能事主乎
5.13,2,其母歎曰：魯其亡乎
5.13,3,使僮子備官而未之聞耶
5.13,4,居，吾語女
5.13,5,昔聖王之處民也，擇瘠土而處之，勞其民而用之，故長王天下
5.13,6,夫民勞則思，思則善心生
5.13,7,逸則淫，淫則忘善，忘善則惡心生
5.13,8,沃土之民不材，逸也
5.13,9,瘠土之民莫不嚮義，勞也
5.13,10,是故天子大采朝日，與三公九卿祖識地德
5.13,11,日中考政，與百官之政事，師尹維旅牧相宣序民事
5.13,12,少采夕月，與大史司載糾虔天刑
5.13,13,日入監九御，使潔奉禘郊之粢盛，而後即安
5.13,14,諸侯朝修天子之業命，晝考其國職，夕省其典刑，夜儆百工，使無慆淫，而後即安
5.13,15,卿大夫朝考其職，晝講其庶政，夕序其業，夜庀其家事，而後即安
5.13,16,士朝受業，晝而講貫，夕而習復，夜而計過無憾，而後即安
5.13,17,自庶人以下，明而動，晦而休，無日以怠
5.13,18,王后親織玄紞，公侯之夫人加之以紘綖，卿之内子爲大帶，命婦成祭服，列士之妻加之以朝服，自庶士以下，皆衣其夫
5.13,19,社而賦事，蒸而獻功，男女效績，愆則有辟，古之制也
5.13,20,君子勞心，小人勞力，先王之訓也
5.13,21,自上以下，誰敢淫心舍力
5.13,22,今我，寡也，爾又在下位，朝夕處事，猶恐忘先人之業
5.13,23,況有怠惰，其何以避辟
5.13,24,吾冀而朝夕修我曰：必無廢先人
5.13,25,爾今曰：胡不自安
5.13,26,以是承君之官，余懼穆伯之絶嗣也
5.13,27,仲尼聞之曰：弟子志之，季氏之婦不淫矣
5.14,0,公父文伯之母，季康子之從祖叔母也
5.14,1,康子往焉，䦱門與之言，皆不踰閾
5.14,2,祭悼子，康子與焉，酢不受，徹俎不宴，宗不具不繹，繹不盡飫則退
