段落,小句,内容
文1.9,1,秦伯曰：是孤之罪也
文1.9,2,周芮良夫之詩曰：大風有隧，貪人敗類
文1.9,3,聽言則對，誦言如醉
文1.9,4,匪用其良，覆俾我悖
文1.9,5,是貪故也，孤之謂矣
文1.9,6,孤實貪以禍夫子，夫子何罪
文1.9,7,復使爲政
文2.1,0,二年春，秦孟明視帥師伐晉，以報殽之役
文2.1,1,二月，晉侯禦之，先且居將中軍，趙衰佐之
文2.1,2,王官無地御戎，狐鞫居爲右
文2.1,3,甲子，及秦師戰於彭衙，秦師敗績
文2.1,4,晉人謂秦拜賜之師
文2.2,0,丁丑，作僖公主
文2.2,1,書，不時也
文2.3,0,晉人以公不朝來討，公如晉
文2.3,1,夏四月己巳，晉人使陽處父盟公以恥之
文2.3,2,書曰及晉處父盟，以厭之也
文2.3,3,適晉不書，諱之也
文2.4,0,公未至，六月，穆伯會諸侯及晉司空士縠盟于垂隴，晉討衛故也
文2.4,1,書士縠，堪其事也
文2.5,0,秋八月丁卯，大事於大廟，躋僖公，逆祀也
文2.5,1,於是夏父弗忌爲宗伯，尊僖公，且明見曰：吾見新鬼大，故鬼小
文2.5,2,先大後小，順也
文2.5,3,躋聖賢，明也
文2.5,4,明順，禮也
文2.6,0,冬，晉先且居宋公子成陳轅選鄭公子歸生伐秦，取汪及彭衙而還，以報彭衙之役
文2.6,1,卿不書，爲穆公故，尊秦也，謂之崇德
文2.7,0,襄仲如齊納幣，禮也
文2.7,1,凡君即位，好舅甥，修婚姻，娶元妃以奉粢盛，孝也
文2.7,2,孝，禮之始也
文3.1,0,三年春，莊叔會諸侯之師伐沈，以其服於楚也
文3.1,1,沈潰
文3.1,2,凡民逃其上曰潰，在上曰逃
文3.2,0,衛侯如陳，拜晉成也
文3.3,0,夏四月乙亥，王叔文公卒，來赴，弔如同盟，禮也
文3.4,0,秦伯伐晉，濟河焚舟，取王官及郊，晉人不出
文3.4,1,遂自茅津濟，封殽尸而還
文3.4,2,遂霸西戎，用孟明也
文3.5,0,秋，雨螽于宋，隊而死也
文3.6,0,楚師圍江，晉先僕伐楚以救江
文3.7,0,晉人懼其無禮於公也，請改盟
文3.7,1,公如晉，及晉侯盟
文3.7,2,晉侯饗公，賦菁菁者莪
文3.7,3,莊叔以公降拜
文3.7,4,曰：小國受命於大國，敢不慎儀
文3.7,5,君貺之以大禮，何樂如之
文3.7,6,抑小國之樂，大國之惠也
文3.7,7,晉侯降，辭
文3.7,8,登，成拜
文3.7,9,公賦嘉樂
文4.1,0,四年春，晉人歸孔達於衛，以爲衛之良也，故免之
文4.2,0,夏，衛侯如晉拜
文4.3,0,曹伯如晉會正
文4.4,0,逆婦姜於齊，卿不行，非禮也
文4.4,1,君子是以知出姜之不允於魯也，曰：貴聘而賤逆之，君而卑之，立而廢之，棄信而壞其主，在國必亂，在家必亡
文4.4,2,不允宜哉
文4.4,3,詩曰畏天之威，于時保之，敬主之謂也
文4.5,0,秋，晉侯伐秦，圍邧新城，以報王官之役
文4.6,0,楚人滅江，秦伯爲之降服，出次，不舉，過數
文4.6,1,大夫諫
文4.6,2,公曰：同盟滅，雖不能救，敢不矜乎
文4.6,3,吾自懼也
文4.7,0,衛甯武子來聘，公與之宴，爲賦湛露及彤弓
文4.7,1,不辭，又不答賦
文4.7,2,使行人私焉
文4.7,3,對曰：臣以爲肄業及之也
文4.7,4,昔諸侯朝正於王，王宴樂之，於是乎賦湛露，則天子當陽，諸侯用命也
文4.7,5,諸侯敵王所愾，而獻其功，王於是乎賜之彤弓一彤矢百玈弓矢千，以覺報宴
文4.7,6,今陪臣來繼舊好，君辱貺之，其敢干大禮以自取戾
文4.8,0,冬，成風薨
文5.1,0,五年春，王使榮叔來含且賵，召昭公來會葬，禮也
文5.2,0,初，鄀叛楚即秦，又貳於楚
文5.2,1,夏，秦人入鄀
文5.3,0,六人叛楚即東夷
文5.3,1,秋，楚成大心仲歸帥師滅六
文5.4,0,冬，楚公子燮滅蓼
文5.4,1,臧文仲聞六與蓼滅，曰：皋陶庭堅不祀忽諸
文5.4,2,德之不建，民之無援，哀哉
文5.5,0,晉陽處父聘於衛，反過甯，甯嬴從之
文5.5,1,及溫而還
文5.5,2,其妻問之
文5.5,3,嬴曰：以剛
文5.5,4,商書曰：沈漸剛克，高明柔克
文5.5,5,夫子壹之，其不沒乎
文5.5,6,天爲剛德，猶不干時，況在人乎
文5.5,7,且華而不實，怨之所聚也
文5.5,8,犯而聚怨，不可以定身
文5.5,9,余懼不獲其利而離其難，是以去之
文6.1,0,六年春，晉蒐于夷，舍二軍
文6.1,1,使狐射姑將中軍，趙盾佐之
文6.1,2,陽處父至自溫，改蒐于董，易中軍
文6.1,3,陽子，成季之屬也，故黨於趙氏，且謂趙盾能，曰：使能，國之利也
文6.1,4,是以上之
文6.1,5,宣子於是乎始爲國政，制事典，正法罪，辟獄刑，董逋逃，由質要，治舊洿，本秩禮，續常職，出滯淹
文6.1,6,既成，以授大傅陽子與大師賈佗，使行諸晉國，以爲常法
文6.2,0,臧文仲以陳衛之睦也，欲求好於陳
文6.2,1,夏，季文子聘于陳，且娶焉
文6.3,0,秦伯任好卒，以子車氏之三子奄息仲行鍼虎爲殉，皆秦之良也
文6.3,1,國人哀之，爲之賦黃鳥
文6.4,0,秋，季文子將聘於晉，使求遭喪之禮以行
文6.4,1,其人曰：將焉用之
文6.4,2,文子曰：備豫不虞，古之善教也
文6.4,3,求而無之，實難
文6.4,4,過求，何害
文6.5,0,八月乙亥，晉襄公卒
文6.5,1,靈公少，晉人以難故，欲立長君
文6.5,2,趙孟曰：立公子雍
文6.5,3,好善而長，先君愛之，且近於秦
文6.5,4,秦，舊好也
文6.5,5,置善則固，事長則順，立愛則孝，結舊則安
文6.5,6,爲難故，故欲立長君
文6.5,7,有此四德者，難必抒矣
文6.5,8,賈季曰：不如立公子樂
文6.5,9,辰嬴嬖於二君，立其子，民必安之
文6.5,10,趙孟曰：辰嬴賤，班在九人，其子何震之有
文6.5,11,且爲二君嬖，淫也
文6.5,12,爲先君子，不能求大，而出在小國，辟也
文6.5,13,母淫子辟，無威
文6.5,14,陳小而遠，無援，將何安焉
文6.5,15,杜祁以君故，讓偪姞而上之
文6.5,16,以狄故，讓季隗而己次之，故班在四
文6.5,17,先君是以愛其子，而仕諸秦，爲亞卿焉
文6.5,18,秦大而近，足以爲援
文6.5,19,母義子愛，足以威民
文6.5,20,立之，不亦可乎
文6.5,21,使先蔑士會如秦逆公子雍
文6.5,22,賈季亦使召公子樂于陳，趙孟使殺諸郫
文6.6,0,賈季怨陽子之易其班也，而知其無援於晉也，九月，賈季使續鞫居殺陽處父
文6.6,1,書曰晉殺其大夫，侵官也
文6.7,0,冬十月，襄仲如晉葬襄公
文6.8,0,十一月丙寅，晉殺續簡伯
文6.8,1,賈季奔狄
文6.8,2,宣子使臾駢送其帑
文6.9,0,閏月不告朔，非禮也
文6.9,1,閏以正時，時以作事，事以厚生，生民之道於是乎在矣
文6.9,2,不告閏朔，棄時政也，何以爲民
文7.1,0,七年春，公伐邾，間晉難也
文7.2,0,三月甲戌，取須句，寘文公子焉，非禮也
文7.3,0,夏四月，宋成公卒
文7.3,1,於是公子成爲右師，公孫友爲左師，樂豫爲司馬，鱗矔爲司徒，公子蕩爲司城，華御事爲司寇
文7.4,0,秦康公送公子雍于晉，曰：文公之入也無衛，故有呂郤之難
文7.4,1,乃多與之徒衛
文7.5,0,狄侵我西鄙，公使告於晉
文7.5,1,趙宣子使因賈季問酆舒，且讓之
文7.5,2,酆舒問於賈季曰：趙衰趙盾孰賢
文7.5,3,對曰：趙衰，冬日之日也
文7.5,4,趙盾，夏日之日也
文7.6,0,秋八月，齊侯宋公衛侯陳侯鄭伯許男曹伯會晉趙盾盟于扈，晉侯立故也
文7.6,1,公後至，故不書所會
文7.6,2,凡會諸侯，不書所會，後也
文7.6,3,後至，不書其國，辟不敏也
文7.7,0,穆伯娶于莒，曰戴己，生文伯
文7.7,1,其娣聲己生惠叔
文7.7,2,戴己卒，又聘於莒，莒人以聲己辭，則爲襄仲聘焉
文7.8,0,晉郤缺言於趙宣子曰：日衛不睦，故取其地
文7.8,1,今已睦矣，可以歸之
文7.8,2,叛而不討，何以示威
文7.8,3,服而不柔，何以示懷
文7.8,4,非威非懷，何以示德
文7.8,5,無德，何以主盟
文7.8,6,子爲正卿，以主諸侯，而不務德，將若之何
文7.8,7,夏書曰：戒之用休，董之用威，勸之以九歌，勿使壞
文7.8,8,九功之德皆可歌也，謂之九歌
文7.8,9,六府三事，謂之九功
文7.8,10,水火金木土穀，謂之六府
文7.8,11,正德利用厚生，謂之三事
文7.8,12,義而行之，謂之德禮
文7.8,13,無禮不樂，所由叛也
文7.8,14,若吾子之德，莫可歌也，其誰來之
文7.8,15,盍使睦者歌吾子乎
文7.8,16,宣子說之
文8.1,0,八年春，晉侯使解揚歸匡戚之田于衛，且復致公壻池之封，自申至于虎牢之竟
文8.2,0,夏，秦人伐晉，取武城，以報令狐之役
文8.3,0,秋，襄王崩
文8.4,0,晉人以扈之盟來討
文8.4,1,冬，襄仲會晉趙孟盟于衡雍，報扈之盟也
文8.4,2,遂會伊雒之戎
文8.4,3,書曰公子遂，珍之也
文8.5,0,穆伯如周弔喪，不至，以幣奔莒，從己氏焉
文8.6,0,宋襄夫人，襄王之姊也，昭公不禮焉
文8.6,1,夫人因戴氏之族，以殺襄公之孫孔叔公孫鍾離及大司馬公子卬，皆昭公之黨也
文8.6,2,司馬握節以死，故書以官
文8.6,3,司城蕩意諸來奔，效節於府人而出
文8.6,4,公以其官逆之，皆復之
文8.6,5,亦書以官，皆貴之也
文8.1,0,夷之蒐，晉侯將登箕鄭父先都，而使士縠梁益耳將中軍
文8.1,1,先克曰：狐趙之勳，不可廢也
文8.1,2,從之
文8.1,3,先克奪蒯得田于堇陰
文8.1,4,故箕鄭父先都士縠梁益耳蒯得作亂
文9.1,0,九年春王正月己酉，使賊殺先克
文9.1,1,乙丑，晉人殺先都梁益耳
文9.2,0,毛伯衛來求金，非禮也
文9.2,1,不書王命，未葬也
文9.3,0,二月，莊叔如周葬襄王
文9.4,0,三月甲戌，晉人殺箕鄭父士縠蒯得
文9.5,0,范山言於楚子曰：晉君少，不在諸侯，北方可圖也
文9.5,1,楚子師于狼淵以伐鄭
文9.5,2,囚公子堅公子尨及樂耳
文9.5,3,鄭及楚平
文9.6,0,公子遂會晉趙盾宋華耦衛孔達許大夫救鄭，不及楚師
文9.6,1,卿不書，緩也，以懲不恪
文9.7,0,夏，楚侵陳，克壺丘，以其服於晉也
文9.8,0,秋，楚公子朱自東夷伐陳，陳人敗之，獲公子茷
文9.8,1,陳懼，乃及楚平
文9.9,0,冬，楚子越椒來聘，執幣傲
文9.9,1,叔仲惠伯曰：是必滅若敖氏之宗
文9.9,2,傲其先君，神弗福也
文9.10,0,秦人來歸僖公成風之禭，禮也
文9.10,1,諸侯相弔賀也，雖不當事，苟有禮焉，書也，以無忘舊好
文10.1,0,十年春，晉人伐秦，取少梁
文10.2,0,夏，秦伯伐晉，取北徵
文10.3,0,初，楚范巫矞似謂成王與子玉子西曰：三君皆將强死
文10.3,1,城濮之役，王思之，故使止子玉曰：毋死
文10.3,2,不及
文10.3,3,止子西，子西縊而縣絕，王使適至，遂止之，使爲商公
文10.3,4,沿漢泝江，將入郢
文10.3,5,王在渚宮，下，見之
文10.3,6,懼，而辭曰：臣免於死，又有讒言，謂臣將逃，臣歸死於司敗也
文10.3,7,王使爲工尹，又與子家謀弒穆王
文10.3,8,穆王聞之，五月，殺鬬宜申及仲歸
文10.4,0,秋七月，及蘇子盟于女栗，頃王立故也
文10.5,0,陳侯鄭伯會楚子于息
文10.5,1,冬，遂及蔡侯次于厥貉，將以伐宋
文10.6,0,厥貉之會，麇子逃歸
文11.1,0,十一年春，楚子伐麇
文11.1,1,成大心敗麇師於防渚
文11.1,2,潘崇復伐麇，至于鍚穴
文11.2,0,夏，叔仲惠伯會晉郤缺于承匡，謀諸侯之從於楚者
文11.3,0,秋，曹文公來朝，即位而來見也
文11.4,0,襄仲聘于宋，且言司城蕩意諸而復之
文11.4,1,因賀楚師之不害也
文11.5,0,鄋瞞侵齊，遂伐我
文11.5,1,公卜使叔孫得臣追之，吉
文11.5,2,侯叔夏御莊叔，緜房甥爲右，富父終甥駟乘
文11.5,3,冬十月甲午，敗狄于鹹，獲長狄僑如
文11.5,4,富父終甥摏其喉以戈，殺之
文11.5,5,埋其首於子駒之門
文11.5,6,以命宣伯
文11.6,0,郕大子朱儒自安於夫鍾，國人弗徇
文12.1,0,十二年春，郕伯卒，郕人立君
文12.1,1,大子以夫鍾與郕邽來奔
文12.1,2,公以諸侯逆之，非禮也，故書曰郕伯來奔
文12.1,3,不書地，尊諸侯也
文12.2,0,杞桓公來朝，始朝公也
文12.2,1,且請絕叔姬而無絕昏，公許之
文12.3,0,楚令尹大孫伯卒，成嘉爲令尹
文12.3,1,羣舒叛楚，夏，子孔執舒子平及宗子，遂圍巢
文12.4,0,秋，滕昭公來朝，亦始朝公也
文12.5,0,秦伯使西乞術來聘，且言將伐晉
文12.5,1,襄仲辭玉，曰：君不忘先君之好，照臨魯國，鎮撫其社稷，重之以大器，寡君敢辭玉
文12.5,2,對曰：不腆敝器，不足辭也
文12.5,3,主人三辭
文12.5,4,賓答曰：寡君願徼福于周公魯公以事君，不腆先君之敝器，使下臣致諸執事，以爲瑞節，要結好命，所以藉寡君之命，結二國之好，是以敢致之
文12.5,5,襄仲曰：不有君子，其能國乎
文12.5,6,國無陋矣
文12.5,7,厚賄之
文12.6,0,秦爲令狐之役故，冬，秦伯伐晉，取羈馬
文12.6,1,晉人禦之
文12.6,2,趙盾將中軍，荀林父佐之
文12.6,3,郤缺將上軍，臾駢佐之
文12.6,4,欒盾將下軍，胥甲佐之
文12.6,5,范無恤御戎，以從秦師于河曲
文12.7,0,城諸及鄆，書，時也
文13.1,0,十三年春，晉侯使詹嘉處瑕，以守桃林之塞
文13.2,0,晉人患秦之用士會也，夏，六卿相見於諸浮
文13.2,1,趙宣子曰：隨會在秦，賈季在狄，難日至矣，若之何
文13.2,2,中行桓子曰：請復賈季，能外事，且由舊勳
文13.2,3,郤成子曰：賈季亂，且罪大，不如隨會
文13.2,4,能賤而有恥，柔而不犯
文13.2,5,其知足使也
文13.2,6,且無罪
文13.3,0,邾文公卜遷于繹
文13.3,1,史曰：利於民而不利於君
文13.3,2,邾子曰：苟利於民，孤之利也
文13.3,3,天生民而樹之君，以利之也
文13.3,4,民既利矣，孤必與焉
文13.3,5,左右曰：命可長也，君何弗爲
文13.3,6,邾子曰：命在養民
文13.3,7,死之短長，時也
文13.3,8,民苟利矣，遷也，吉莫如之
文13.3,9,遂遷于繹
文13.4,0,秋七月，大室之屋壞，書，不共也
文13.5,0,冬，公如晉朝，且尋盟
文13.5,1,衛侯會公于沓，請平于晉
文13.5,2,公還，鄭伯會公于棐，亦請平于晉
文13.5,3,公皆成之
文14.1,0,十四年春，頃王崩
文14.1,1,周公閱與王孫蘇爭政，故不赴
文14.1,2,凡崩薨，不赴，則不書
文14.1,3,禍福，不告亦不書
文14.1,4,懲不敬也
文14.2,0,邾文公之卒也，公使弔焉，不敬
文14.2,1,邾人來討，伐我南鄙，故惠伯伐邾
文14.3,0,子叔姬妃齊昭公，生舍
文14.3,1,叔姬無寵，舍無威
文14.3,2,公子商人驟施於國
文14.3,3,而多聚士，盡其家，貸於公有司以繼之
文14.3,4,夏五月，昭公卒，舍即位
文14.4,0,邾文公元妃齊姜，生定公
文14.4,1,二妃晉姬，生捷菑
文14.4,2,文公卒，邾人立定公
文14.4,3,捷菑奔晉
文14.5,0,六月，同盟于新城，從於楚者服，且謀邾也
文14.6,0,秋七月乙卯，夜，齊商人殺舍，而讓元
文14.6,1,元曰：爾求之久矣
文14.6,2,我能事爾，爾不可使多蓄憾，將免我乎
文14.6,3,爾爲之
文14.7,0,有星孛入于北斗
文14.7,1,周內史叔服曰：不出七年，宋齊晉之君皆將死亂
文14.8,0,晉趙盾以諸侯之師八百乘納捷菑于邾
文14.8,1,邾人辭曰：齊出貜且長
文14.8,2,宣子曰：辭順，而弗從，不祥
文14.8,3,乃還
文14.9,0,周公將與王孫蘇訟于晉，王叛王孫蘇，而使尹氏與聃啓訟周公于晉
文14.9,1,趙宣子平王室而復之
文14.10,0,楚莊王立，子孔潘崇將襲羣舒，使公子燮與子儀守，而伐舒蓼
文14.10,1,二子作亂
文14.10,2,城郢，而使賊殺子孔，不克而還
文14.10,3,八月，二子以楚子出
文14.10,4,將如商密，廬戢梨及叔麇誘之，遂殺鬬克及公子燮
文14.11,0,穆伯之從己氏也，魯人立文伯
文14.11,1,穆伯生二子於莒，而求復
文14.11,2,文伯以爲請
文14.11,3,襄仲使無朝聽命
文14.11,4,復而不出
文14.11,5,三年而盡室以復適莒
文14.11,6,文伯疾，而請曰：穀之子弱，請立難也
文14.11,7,許之
文14.11,8,文伯卒，立惠叔
文14.11,9,穆伯請重賂以求復
文14.11,10,惠叔以爲請，許之
文14.11,11,將來，九月，卒于齊
文14.11,12,告喪，請葬，弗許
文14.12,0,宋高哀爲蕭封人，以爲卿，不義宋公而出，遂來奔
文14.12,1,書曰宋子哀來奔，貴之也
文14.13,0,齊人定懿公，使來告難，故書以九月
文14.14,0,襄仲使告于王，請以王寵求昭姬于齊，曰：殺其子，焉用其母
文14.14,1,請受而罪之
文14.14,2,冬，單伯如齊請子叔姬，齊人執之
文14.14,3,又執子叔姬
文15.1,0,十五年春，季文子如晉，爲單伯與子叔姬故也
文15.2,0,三月，宋華耦來盟，其官皆從之
文15.2,1,書曰宋司馬華孫，貴之也
文15.3,0,夏，曹伯來朝，禮也
文15.3,1,諸侯五年再相朝，以修王命，古之制也
文15.4,0,齊人或爲孟氏謀，曰：魯，爾親也，飾棺置諸堂阜，魯必取之
文15.4,1,從之
文15.4,2,卞人以告
文15.4,3,惠叔猶毀以爲請，立於朝以待命
文15.4,4,許之
文15.4,5,取而殯之
文15.4,6,齊人送之
文15.4,7,書曰齊人歸公孫敖之喪，爲孟氏，且國故也
文15.4,8,葬視共仲
文15.4,9,聲己不視，帷堂而哭
文15.4,10,襄仲欲勿哭
文15.4,11,惠伯曰：喪，親之終也
文15.4,12,雖不能始，善終可也
文15.4,13,史佚有言曰：兄弟致美
文15.4,14,救乏賀善弔災祭敬喪哀，情雖不同，毋絕其愛，親之道也
文15.4,15,子無失道，何怨於人
文15.4,16,襄仲說
文15.4,17,帥兄弟以哭之
文15.5,0,六月辛丑朔，日有食之
文15.5,1,鼓用牲于社，非禮也
文15.5,2,日有食之，天子不舉，伐鼓于社
文15.5,3,諸侯用幣于社，伐鼓于朝，以昭事神訓民事君，示有等威，古之道也
文15.6,0,齊人許單伯請而赦之，使來致命
文15.6,1,書曰單伯至自齊，貴之也
文15.7,0,新城之盟，蔡人不與
文15.7,1,晉郤缺以上軍下軍伐蔡，曰：君弱，不可以怠
文15.7,2,戊申，入蔡，以城下之盟而還
文15.7,3,凡勝國，曰滅之
文15.7,4,獲大城焉，曰入之
文15.8,0,秋，齊人侵我西鄙，故季文子告于晉
文15.9,0,冬十一月，晉侯宋公衛侯蔡侯陳侯鄭伯許男曹伯盟于扈，尋新城之盟，且謀伐齊也
文15.9,1,齊人賂晉侯，故不克而還
文15.9,2,於是有齊難，是以公不會
文15.9,3,書曰諸侯盟于扈，無能爲故也
文15.9,4,凡諸侯會，公不與，不書，諱君惡也
文15.9,5,與而不書，後也
文15.10,0,齊人來歸子叔姬，王故也
文15.11,0,齊侯侵我西鄙，謂諸侯不能也
文15.11,1,遂伐曹，入其郛，討其來朝也
文16.1,0,十六年春王正月，及齊平
文16.1,1,公有疾，使季文子會齊侯于陽穀
文16.1,2,請盟，齊侯不肯，曰：請俟君間
文16.2,0,夏五月，公四不視朔，疾也
文16.2,1,公使襄仲納賂于齊侯，故盟于郪丘
文16.3,0,有蛇自泉宮出，入于國，如先君之數
文16.3,1,秋八月辛未，聲姜薨
文16.3,2,毀泉臺
文16.4,0,楚大饑，戎伐其西南，至于阜山，師于大林
文16.4,1,又伐其東南，至於陽丘，以侵訾枝
文16.5,0,宋公子鮑禮於國人，宋饑，竭其粟而貸之
文16.5,1,年自七十以上，無不饋詒也，時加羞珍異
文16.5,2,無日不數於六卿之門
文16.5,3,國之材人，無不事也
文16.5,4,親自桓以下，無不恤也
文16.5,5,公子鮑美而艷，襄夫人欲通之，而不可，乃助之施
文16.5,6,昭公無道，國人奉公子鮑以因夫人
文17.1,0,十七年春，晉荀林父衛孔達陳公孫寧鄭石楚伐宋，討曰：何故弒君
文17.1,1,猶立文公而還
文17.1,2,卿不書，失其所也
文17.2,0,夏四月癸亥，葬聲姜
文17.2,1,有齊難，是以緩
文17.3,0,齊侯伐我北鄙，襄仲請盟
文17.3,1,六月，盟于穀
文17.4,0,晉侯蒐于黃父，遂復合諸侯于扈，平宋也
文17.4,1,公不與會，齊難故也
文17.4,2,書曰諸侯，無功也
文17.5,0,秋，周甘歜敗戎于邥垂，乘其飲酒也
文17.6,0,冬十月，鄭大子夷石楚爲質于晉
文17.7,0,襄仲如齊，拜穀之盟
文17.7,1,復曰：臣聞齊人將食魯之麥
文17.7,2,以臣觀之，將不能
文17.7,3,齊君之語偷
文17.7,4,臧文仲有言曰：民主偷，必死
文18.1,0,十八年春，齊侯戒師期，而有疾
文18.1,1,醫曰：不及秋，將死
文18.1,2,公聞之，卜，曰：尚無及期
文18.1,3,惠伯令龜
文18.1,4,卜楚丘占之，曰：齊侯不及期，非疾也
文18.1,5,君亦不聞
文18.1,6,令龜有咎
文18.1,7,二月丁丑，公薨
文18.2,0,齊懿公之爲公子也，與邴歜之父爭田，弗勝
文18.2,1,及即位，乃掘而刖之，而使歜僕
文18.2,2,納閻職之妻，而使職驂乘
文18.3,0,六月，葬文公
文18.4,0,秋，襄仲莊叔如齊，惠公立故，且拜葬也
文18.5,0,冬十月，仲殺惡及視，而立宣公
文18.5,1,書曰子卒，諱之也
文18.6,0,夫人姜氏歸于齊，大歸也
文18.6,1,將行，哭而過市，曰：天乎
文18.6,2,仲爲不道，殺嫡立庶
文18.6,3,市人皆哭
文18.6,4,魯人謂之哀姜
文18.7,0,莒紀公生太子僕，又生季佗，愛季佗而黜僕，且多行無禮於國
文18.7,1,僕因國人以弒紀公，以其寶玉來奔，納諸宣公
文18.7,2,公命與之邑，曰：今日必授
文18.7,3,季文子使司寇出諸竟，曰：今日必達
文18.7,4,公問其故
文18.7,5,季文子使大史克對曰：
文18.8,0,宋武氏之族道昭公子，將奉司城須以作亂
文18.8,1,十二月，宋公殺母弟須及昭公子，使戴莊桓之族攻武氏於司馬子伯之館，遂出武穆之族
文18.8,2,使公孫師爲司城
文18.8,3,公子朝卒，使樂呂爲司寇，以靖國人
宣1.1,0,元年春王正月，公子遂如齊逆女
宣1.1,1,尊君命也
宣1.2,0,三月，遂以夫人婦姜至自齊
宣1.2,1,尊夫人也
宣1.3,0,夏，季文子如齊，納賂以請會
宣1.4,0,晉人討不用命者，放胥甲父于衛
宣1.4,1,而立胥克
宣1.4,2,先辛奔齊
宣1.5,0,會于平州，以定公位
宣1.6,0,東門襄仲如齊拜成
宣1.7,0,六月，齊人取濟西之田，爲立公故，以賂齊也
宣1.8,0,宋人之弒昭公也，晉荀林父以諸侯之師伐宋，宋及晉平，宋文公受盟于晉
宣1.8,1,又會諸侯于扈，將爲魯討齊，皆取賂而還
宣1.8,2,鄭穆公曰：晉不足與也
宣1.8,3,遂受盟于楚
宣1.8,4,陳共公之卒，楚人不禮焉
宣1.8,5,陳靈公受盟于晉
宣1.9,0,晉欲求成於秦
宣1.9,1,趙穿曰：我侵崇，秦急崇，必救之
宣1.9,2,吾以求成焉
宣1.9,3,冬，趙穿侵崇
宣1.9,4,秦弗與成
宣1.10,0,晉人伐鄭，以報北林之役
宣1.10,1,於是晉侯侈，趙宣子爲政，驟諫而不入，故不競於楚
宣2.1,0,二年春，鄭公子歸生命于楚伐宋，宋華元樂呂御之
宣2.1,1,二月壬子，戰于大棘
宣2.1,2,宋師敗績
宣2.1,3,囚華元，獲樂呂，及甲車四百六十乘，俘二百五十人，馘百
宣2.2,0,秦師伐晉，以報崇也，遂圍焦
宣2.2,1,夏，晉趙盾救焦，遂自陰地，及諸侯之師侵鄭，以報大棘之役
宣2.3,0,晉靈公不君：厚斂以彫牆
宣2.3,1,從臺上彈人，而觀其辟丸也
宣2.3,2,宰夫胹熊蹯不熟，殺之，寘諸畚，使婦人載以過朝
宣2.3,3,趙盾士季見其手，問其故，而患之
宣2.3,4,將諫，士季曰：諫而不入，則莫之繼也
宣2.3,5,會請先，不入，則子繼之
宣2.3,6,三進，及溜，而後視之，曰：吾知所過矣，將改之
宣2.3,7,稽首而對曰：人誰無過，過而能改，善莫大焉
宣2.3,8,詩曰：靡不有初，鮮克有終
宣2.3,9,夫如是，則能補過者鮮矣
宣2.3,10,君能有終，則社稷之固也，豈惟羣臣賴之
宣2.3,11,又曰袞職有闕，惟仲山甫補之，能補過也
宣2.3,12,君能補過，袞不廢矣
宣2.4,0,初，麗姬之亂，詛無畜群公子，自是晉無公族
宣2.4,1,及成公即位，乃宦卿之適而爲之田，以爲公族
宣2.4,2,又宦其餘子，亦爲餘子
宣2.4,3,其庶子爲公行
宣2.4,4,晉於是有公族餘子公行
宣3.1,0,三年春，不郊，而望，皆非禮也
宣3.1,1,望，郊之屬也
宣3.1,2,不郊，亦無望可也
宣3.2,0,晉侯伐鄭，及郔
宣3.2,1,鄭及晉平，士會入盟
宣3.3,0,楚子伐陸渾之戎，遂至於雒，觀兵于周疆
宣3.3,1,定王使王孫滿勞楚子
宣3.3,2,楚子問鼎之大小輕重焉
宣3.3,3,對曰：在德不在鼎
宣3.3,4,昔夏之方有德也，遠方圖物，貢金九牧，鑄鼎象物，百物而爲之備，使民知神姦
宣3.3,5,故民入川澤山林，不逢不若
宣3.3,6,螭魅罔兩，莫能逢之
宣3.3,7,用能協于上下，以承天休
宣3.3,8,桀有昏德，鼎遷于商，載祀六百
宣3.3,9,商紂暴虐，鼎遷于周
宣3.3,10,德之休明，雖小，重也
宣3.3,11,其姦回昏亂，雖大，輕也
宣3.3,12,天祚明德，有所厎止
宣3.3,13,成王定鼎于郟鄏，卜世三十，卜年七百，天所命也
宣3.3,14,周德雖衰，天命未改
宣3.3,15,鼎之輕重，未可問也
宣3.4,0,夏，楚人侵鄭，鄭即晉故也
宣3.5,0,宋文公即位三年，殺母弟須及昭公子，武氏之謀也
宣3.5,1,使戴桓之族攻武氏於司馬子伯之館，盡逐武穆之族
宣3.5,2,武穆之族以曹師伐宋
宣3.5,3,秋，宋師圍曹，報武氏之亂也
宣3.6,0,冬，鄭穆公卒
宣4.1,0,四年春，公及齊侯平莒及郯，莒人不肯
宣4.1,1,公伐莒，取向，非禮也
宣4.1,2,平國以禮，不以亂
宣4.1,3,伐而不治，亂也
宣4.1,4,以亂平亂，何治之有
宣4.1,5,無治，何以行禮
宣4.2,0,楚人獻黿於鄭靈公
宣4.2,1,公子宋與子家將見
宣4.2,2,子公之食指動，以示子家，曰：他日我如此，必嘗異味
宣4.2,3,及入，宰夫將解黿，相視而笑
宣4.2,4,公問之，子家以告
宣4.2,5,及食大夫黿，召子公而弗與也
宣4.2,6,子公怒，染指於鼎，嘗之而出
宣4.2,7,公怒，欲殺子公
宣4.2,8,子公與子家謀先
宣4.2,9,子家曰：畜老，猶憚殺之，而況君乎
宣4.2,10,反譖子家
宣4.2,11,子家懼而從之
宣4.2,12,夏，弒靈公
宣4.3,0,初，楚司馬子良生子越椒
宣4.3,1,子文曰：必殺之
宣4.3,2,是子也，熊虎之狀而豺狼之聲
